label,message,message_encoded,len_message
0,happy new year u ur familymay new year bring happiness   stability tranquility ur vibrant colourful life,"[60, 37, 92, 1, 4, 37, 92, 178, 599, 4, 83]",11
0,problem renewal ill right away know detail,"[188, 17, 70, 324, 8, 296]",6
0,idk m sit stop shop parking lot right bawl eye feel like m failure want feel like m fail,"[2, 191, 28, 231, 133, 70, 651, 64, 14, 2, 15, 64, 14, 2]",14
0,leave probably til dinner,"[54, 240, 319, 220]",4
0,like   ltgt   question,"[14, 11, 230]",3
0,new year eve ok party boyfriend si hey,"[37, 92, 420, 10, 533, 55]",6
0,sir need velusamy sir date birth company bank facility detail,"[224, 23, 224, 195, 434, 454, 296]",7
0,k k sms chat,"[98, 98, 360, 118]",4
0,come karnan car wait till 6 pm directly goto doctor,"[5, 165, 50, 327, 226, 332, 881, 767]",8
0,bluray player,[378],1
0,ok r meet later,"[10, 32, 56, 40]",4
0,lol need cash nitros hurry come crash,"[95, 23, 91, 826, 5]",5
0,send text skype later,"[13, 20, 40]",3
0,ok leave need ask,"[10, 54, 23, 42]",4
1,congrat 2 mobile 3 g videophone r 09063458130 videochat wid ur mate play java games dload polyph music noline rentl bx420 ip4 5we 150p,"[501, 3, 34, 94, 216, 32, 381, 4, 277, 153, 351, 354]",12
0,ìï lesson   ìï sch,"[134, 299, 134, 366]",4
0,y dun believe leh tot tell true thk muz c tog believe,"[148, 125, 395, 274, 383, 21, 310, 145, 677, 85, 395]",11
0,oh charge camera,"[53, 207, 206]",3
0,iûve salt rub open wound like,"[411, 14]",2
0,m lunch,"[2, 161]",2
0,m school n ill da lab stuff ì r,"[2, 272, 35, 17, 43, 154, 45, 32]",8
0,oh k   come tomorrow,"[53, 98, 5, 74]",4
0,aight text tonight s,"[239, 20, 114, 6]",4
0,u 2,"[1, 3]",2
0,water log desert geoenvironmental implication,"[750, 481]",2
0,rajipls favour pls convey birthday wish nimya pls today birthday,"[59, 845, 210, 102, 59, 25, 210]",7
0,company goodenvironment terrific food nice,"[434, 347, 120]",3
0,strange     watch 2nd m bed sweet dream miss u,"[103, 265, 2, 246, 208, 281, 44, 1]",8
1,sms auction   brand new nokia 7250 4 auction today auction free 2 join   txt nokia 86021,"[360, 461, 37, 104, 7, 461, 25, 461, 12, 3, 223, 24, 104]",13
0,hi hope u r ok text u let gently,"[41, 46, 1, 32, 10, 20, 1, 72]",8
0,babe fucking love   know fuck good hear voice need crave adore ahmad kiss,"[81, 552, 19, 8, 242, 9, 174, 744, 23, 618, 218]",11
0,k sure relative home sm de pls,"[98, 99, 26, 391, 323, 59]",6
0,send like,"[13, 14]",2
0,fuuuuck need stop sleepin sup,"[23, 28]",2
0,m town ill jus mrt later,"[2, 297, 17, 331, 793, 40]",6
0,cook nice salmon la,"[120, 945]",2
0,upload facebook,[901],1
0,time u wrkin,"[18, 1]",2
0,okie,[399],1
1,ree entry 2 weekly comp chance win ipod txt pod 80182 entry std txt rate tcs apply 08452810073 detail 18,"[298, 3, 335, 666, 184, 33, 646, 24, 298, 772, 24, 247, 276, 234, 296, 175]",16
1,record indicate u maybe entitle 5000 pound compensation accident claim 4 free reply claim msg 2 stop txt stop,"[807, 1, 257, 858, 278, 49, 7, 12, 29, 49, 82, 3, 28, 24, 28]",15
0,sorry ill later,"[31, 17, 40]",3
0,oh oh den muz change plan liao yan jiu,"[53, 53, 252, 677, 238, 123, 225]",7
0,wylie tampa sarasota,[836],1
0,ok ur time n enjoy ur dinner,"[10, 4, 18, 35, 170, 4, 220]",7
0,darren dat u meet da ge den dun meet 4 dinner cos later u leave xy feel awkward den u meet 4 lunch lor,"[649, 181, 1, 56, 43, 798, 252, 125, 56, 7, 220, 89, 40, 1, 54, 829, 64, 252, 1, 56, 7, 161, 27]",23
1,spook mob halloween collection logo   pic message plus free eerie tone txt card spook 8007 ze 08701417012150p logopic,"[312, 311, 241, 61, 325, 12, 96, 24, 437, 388]",10
0,like cheap iûm happy splash wine feel,"[14, 529, 60, 628, 64]",5
0,s fine difficulty phone work pls send friend request,"[6, 155, 36, 38, 59, 13, 63, 668]",8
0,ugh leg hurt musta overdo mon,"[653, 236, 939]",3
1,germany 1 penny minute fix line access number 0844 861 85 85 prepayment direct access wwwtelediscountcouk,"[79, 140, 548, 157, 808, 62, 626, 808]",8
1,ve win 4 costa del sol holiday å5000 await collection 09050090044 toclaim sae tc s pobox334 stockport sk38xh costå150pm max10min,"[67, 33, 7, 725, 167, 392, 288, 311, 384, 342, 6]",11
0,wot student discount u book,"[336, 916, 691, 1, 199]",5
0,fineabsolutly fine,[155],1
0,come b diff guess rite,"[5, 108, 180, 422]",4
1,mobile 11mth   update free orange late colour camera mobile   unlimited weekend mobile upd8 freefone 08000839402 2stoptxt,"[34, 805, 326, 12, 262, 68, 370, 206, 34, 549, 190, 34, 520]",13
0,reach ur home   ltgt   minute,"[141, 4, 26, 11, 140]",5
0,babe m answer   maybe d reboot ym   photo   great,"[81, 2, 248, 257, 30, 655, 52]",7
0,hiwhat think match,"[22, 394]",2
0,know thinkin malaria relax child handle malaria bad gastroenteritis replace loss temp reduce malaria med vomit self limit illness mean day completely stop,"[8, 853, 718, 192, 771, 823, 117, 16, 788, 28]",10
0,dai download exe file run exe instal,"[425, 886, 201]",3
0,yesterday true true,"[344, 310, 310]",3
0,kkhow business,[],0
0,3 pa select,"[94, 245, 254]",3
1,natalja 25f invite friend reply yes440 no440 wwwsmsacunat27081980 stop send stop frnd 62468,"[359, 63, 29, 28, 13, 28, 266, 970]",8
0,rs shelf buy egg,"[731, 87]",2
0,late,[68],1
0,s nice bad eat,"[6, 120, 192, 130]",4
0,accidentally bring em home box,"[178, 754, 26, 198]",4
0,pls need dat slowly vomit,"[59, 23, 181, 710]",4
0,exam march 3,"[483, 575, 94]",3
0,jane babes goin 2 wrk feel ill lst nite fone cover 4 chuck,"[387, 3, 64, 17, 380, 487, 7]",7
0,5 nightswe stay port step liaotoo ex,"[164, 214, 741]",3
0,die want u stuff,"[415, 15, 1, 154]",4
0,oh fuck juswoke bed boatin dock sleep wid 25 year old spinout giv u da gossip l8r xxx,"[53, 242, 246, 84, 381, 92, 393, 1, 43, 227]",10
0,smile pleasure smile pain smile trouble pour like rain smile sum1 hurt u smile becoz love u smile,"[100, 870, 100, 300, 100, 871, 14, 503, 100, 236, 1, 100, 19, 1, 100]",15
0,prabhaim sorydarealyfrm heart m sory,"[169, 2]",2
0,remet alex nichols middle school turn s deal,"[272, 565, 6, 730]",4
1,private 2003 account statement fone 800 unredeemed s m point 08715203656 identifier code 42049 expire 261004,"[410, 595, 176, 427, 487, 596, 479, 6, 2, 233, 508, 264, 428]",13
0,mean u ur word,"[117, 1, 4, 122]",4
0,nope m market,"[524, 2]",2
0,realise busy guy m try bother exam outta way try car gr8 day,"[409, 113, 2, 48, 877, 483, 66, 48, 165, 413, 16]",11
1,choose receive å350 award pls claim number 09066364311 collect award select receive value mobile customer,"[382, 158, 601, 107, 59, 49, 62, 237, 107, 254, 158, 448, 34, 116]",14
0,hey project start aha da,"[55, 521, 101, 903, 43]",5
0,ok cool ya,"[10, 179, 124]",3
0,uworld site buy qbank buy self assessment,"[87, 87, 823]",3
0,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 mature 8 stylish 9 simple pls reply,"[752, 79, 3, 94, 7, 727, 164, 821, 226, 263, 373, 235, 403, 59, 29]",15
1,someonone know try contact date service find mobile landline 09064015307 box334sk38ch,"[8, 48, 93, 195, 88, 71, 34, 211]",8
0,yeah ride,[76],1
0,jay want work s 4 sound,"[550, 15, 38, 6, 7, 285]",6
0,gud gudk chikku tke care sleep gud nyt,"[111, 642, 90, 84, 111, 607]",6
0,check iq,[128],1
0,hmm thinking lor,"[694, 27]",2
0,course   tease   know simply   grin   post prey   love smile devouring kiss,"[544, 8, 660, 295, 19, 100, 218]",7
0,thank temale wonderful thank great week,"[65, 467, 65, 52, 39]",5
0,thank princess want nice juicy booty,"[65, 253, 15, 120]",4
0,eat day m sit stare juicy pizza eat med ruin life,"[130, 16, 2, 191, 862, 130, 771, 83]",8
0,gud ni8 dearslp welltake careswt dreamsmuah,"[111, 541]",2
0,u come n search tat vidnot finishd,"[1, 5, 35, 358]",4
0,k m leave soon little 9,"[98, 2, 54, 112, 269, 235]",6
1,urgent 09061213237 landline å5000 cash 4 holiday await collection t cs sae po box 177 m227xy 16,"[109, 211, 392, 91, 7, 167, 288, 311, 355, 556, 384, 222, 198, 131]",14
0,yeah work fine start week stuff dull easy guy fun,"[76, 38, 155, 101, 39, 154, 215, 113, 243]",9
0,study help need study,"[412, 119, 23, 412]",4
0,tell car key purse,"[21, 165, 991]",3
0,da,[43],1
0,ok sweet dream,"[10, 208, 281]",3
0,s big surprise,"[6, 168, 659]",3
0,usualiam fine happy amp,"[155, 60, 80]",3
0,1 cbe 2 chennai,"[79, 3, 609]",3
0,help u swoop pick u ur bird r meeting u want,"[119, 1, 73, 1, 4, 32, 362, 1, 15]",9
0,treadmill ll buy sure work find ad craigslist selling   ltgt,"[317, 87, 99, 38, 71, 11]",6
0,absolutely love south park recently start watch office,"[19, 934, 517, 101, 103, 322]",6
0,film,[608],1
0,pls speak ask friendship,"[59, 159, 42, 365]",4
0,storm msg wen u lift d phne u hello u knw wt d real meaning hello     d girl     yes u knw dat girl margaret hello d girlfrnd f grahmbell invnte telphone      moralone 4get d person   bt girlfrnd g o o d n g h t,"[82, 313, 1, 791, 30, 1, 146, 1, 459, 30, 209, 146, 30, 142, 75, 1, 459, 181, 142, 146, 30, 844, 30, 139, 305, 216, 404, 404, 30, 35, 216, 355]",32
0,gud ni8swt drmstake care,"[111, 90]",2
0,hi darlin kate u doin somethin tonight m pub swan parent drink phone u,"[41, 545, 680, 1, 693, 114, 2, 445, 460, 353, 36, 1]",12
0,lar ì home 4 dinner,"[194, 45, 26, 7, 220]",5
0,er   enjoyin indians moyep sall good hehe   s bout u shexy pete xx,"[9, 6, 522, 1, 738, 623]",6
1,prize customer tc wwwtcbiz 18 150pmin polo ltd suite 373 london w1j 6hl busy,"[69, 116, 342, 175, 509, 409]",6
0,u fix teethif asapok care,"[1, 548, 90]",3
0,u wan 2 come dinner tonight,"[1, 126, 3, 5, 220, 114]",6
0,hellohow u doingwhat u 2when u b flat cos need arrange pick lamp etc care hello caroline,"[1, 1, 1, 108, 89, 23, 969, 73, 567, 90, 146]",11
0,latebut kwish,[],0
0,hi hope ur day   good walk table book half let know ur come,"[41, 46, 4, 16, 9, 259, 199, 196, 72, 8, 4, 5]",12
0,oh yeah clearly fault,"[53, 76]",2
0,dunno leh remember mayb lor wat time r meet tmr,"[261, 274, 228, 604, 27, 58, 18, 32, 56, 284]",10
0,good msg hard person u know step foward u fall love amp step ruin ur friendship good night,"[9, 82, 431, 139, 1, 8, 1, 499, 19, 80, 4, 365, 9, 47]",14
1,urgent mobile number award å2000 prize guarantee 09061790126 land line claim 3030 valid 12hrs 150ppm,"[109, 34, 62, 107, 258, 69, 138, 401, 157, 49, 904, 341, 453, 229]",14
0,helloooo wake sweet morning welcome enjoy day joy gud mrng,"[177, 208, 86, 492, 170, 16, 111, 512]",8
0,vikky come   lttimegt,[5],1
0,princess,[253],1
0,info bt know,"[715, 305, 8]",3
0,yeah probably,"[76, 240]",2
0,send ur email d soon,"[13, 4, 406, 30, 112]",5
1,urgent win 1 week free membership å100000 prize jackpot txt word claim 81010 tc wwwdbuknet lccltd pobox 4403ldnw1a7rw18,"[109, 33, 79, 39, 12, 69, 24, 122, 49, 342, 466]",11
0,m pretty weak today   bad day,"[2, 527, 25, 192, 16]",5
0,hey   forget       possession   property   mmm   childish smile,"[55, 173, 100]",3
0,excellent thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urself gn,"[849, 266, 459, 1, 305, 16, 313, 459, 703, 811]",10
0,hey congrat 2u2 d luv 2 ve 2 home,"[55, 501, 30, 203, 3, 67, 3, 26]",8
0,dear,[57],1
0,xy try smth u eat,"[829, 48, 469, 1, 130]",5
1,urgent 09061213237 landline å5000 cash luxury 4 canary island holiday await collection tcs sae po box 177 m227xy 150ppm 16,"[109, 211, 392, 91, 7, 167, 288, 311, 276, 384, 222, 198, 229, 131]",14
0,donno gene,[],0
1,xmas iscoming   ur award å500 cd gift voucher   free entry 2 r å100 weekly draw txt music 87066 tnc wwwldewcom1win150ppmx3age16subscription,"[283, 4, 107, 421, 578, 287, 204, 12, 298, 3, 32, 367, 335, 166, 24, 351, 579, 891]",18
0,alex s ok ok,"[6, 10, 10]",3
0,u come funeral home,"[1, 5, 26]",3
0,darling sister s school resuming minimum wait period reapply care,"[438, 6, 272, 50, 90]",5
0,ill hand phone chat wit u,"[17, 330, 36, 118, 510, 1]",6
0,good morning mr   s london treatin ya treacle,"[9, 86, 630, 6, 124]",5
0,tonight,[114],1
0,time come tomorrow,"[18, 5, 74]",3
0,  ltgt buck bank fee fix bank find,"[11, 976, 454, 548, 454, 71]",6
0,tell long cos finish film,"[21, 143, 89, 105, 608]",5
0,pls ask macho budget bb bold 2 cos new   ltgt   dollar,"[59, 42, 848, 3, 89, 37, 11]",7
0,hi miss mumhas beendroppe red wine theplace adress,"[41, 44, 628]",3
0,ill 3 min look,"[17, 94, 77, 97]",4
0,  leave,[54],1
0,m come thursday yay ok money cheer oh yeah alright s school work,"[2, 5, 10, 121, 617, 53, 76, 343, 6, 272, 38]",11
0,jolly good way   u ticket sat eve 730 speak x,"[9, 66, 1, 477, 420, 159, 136]",7
0,yeah s think,"[76, 6, 22]",3
0,kkim tirunelvali week uncle spend dress want moneyi feb 1,"[39, 478, 363, 15, 79]",5
0,ur favorite oyster n favorite sashimi ok lar dun wait ur stomach start rumble,"[4, 35, 10, 194, 125, 50, 4, 101]",8
0,sister earn da,"[438, 43]",2
1,official england poly ringtone colour flag yer mobile tonight game text tone flag 84199 optout txt eng stop box39822 w111wx å150,"[717, 441, 256, 370, 854, 34, 114, 232, 20, 96, 854, 819, 24, 28, 290]",15
0,hahahause brain dear,[57],1
0,jus finish watch tv u,"[331, 105, 103, 282, 1]",5
0,k fyi m parent place south tampa need deal,"[98, 2, 460, 110, 934, 836, 23, 730]",8
0,good morning love   sleep wish great day feel opportunity   thought babe love kiss,"[9, 86, 19, 84, 102, 52, 16, 64, 849, 81, 19, 218]",12
0,kothi print marandratha,[],0
0,da topic rite,"[43, 422]",2
0,ok problem yup m sch 4 rem correctly,"[10, 188, 172, 2, 366, 7]",6
0,thank ill mind,"[65, 17, 183]",3
0,aah bless s arm,[6],1
0,dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regard,"[57, 870, 362, 25, 13, 93, 62, 502]",8
0,gal n boy walk d park galcan hold ur hand boyy u think run away galno jst wana c feels walk heaven princegn,"[562, 35, 213, 259, 30, 517, 334, 4, 330, 1, 22, 201, 324, 686, 85, 259]",16
0,happy,[60],1
0,wish wonderful week,"[102, 467, 39]",3
0,sweet heart,"[208, 169]",2
0,sir wait letter,"[224, 50, 866]",3
0,dude m long pisce m aquarius,"[337, 2, 143, 2]",4
0,x course 2yrs message messenger lik r send,"[136, 544, 61, 32, 13]",5
0,think steyn surely wicket,[22],1
0,sterm voice   m study fine sure   thing resolve tho fab hol,"[744, 2, 412, 155, 99, 51, 450]",7
0,garbage bag egg jam bread hannaford wheat chex,[922],1
0,pride m   ltgt   year old takin money kid suppose deal stuff grownup stuffwhy tell,"[2, 11, 92, 393, 121, 557, 553, 730, 154, 21]",10
0,sound evening m costume m sure time finish tomorrow txt end,"[285, 273, 2, 2, 99, 18, 105, 74, 24, 106]",10
0,birthday feb   ltgt   da,"[210, 11, 43]",3
0,wanna gym,"[197, 648]",2
0,d like jerk,"[30, 14]",2
0,u awake snow,"[1, 558]",2
0,course stink,[544],1
1,u r subscribe 2 textcomp 250 wkly comp 1st wks free question follow subsequent wks charged150pmsg2 unsubscribe txt stop 2 84128custcare 08712405020,"[1, 32, 3, 534, 666, 200, 12, 230, 537, 418, 24, 28, 3]",13
0,opening room til thanksgive upcharge,"[193, 319]",2
0,guy plan come,"[113, 123, 5]",3
0,wat ì,"[58, 45]",2
0,parent kidz friend n colleague scream surprise   wait sofa     naked,"[460, 63, 35, 855, 591, 659, 50, 941, 983]",9
0,sir s 8hr trip bus week audition wednesday think drive time,"[224, 6, 346, 255, 39, 938, 22, 185, 18]",9
0,think box,"[22, 198]",2
0,m home,"[2, 26]",2
0,interested business plan,"[995, 123]",2
0,yup paragon decide 2 cut hee,"[172, 292, 3, 475, 569]",5
0,good morning princess great day,"[9, 86, 253, 52, 16]",5
0,guai ìï shd haf s naughty ìï free today jog,"[134, 348, 6, 134, 12, 25]",6
0,aiyo cos sm ì ì neva reply wait 4 ì reply lar tot ì finish ur lab wat,"[89, 391, 45, 45, 444, 29, 50, 7, 45, 29, 194, 383, 45, 105, 4, 58]",16
0,living simple loving simple laughing simple winning tooo simple simple difficult,"[403, 403, 403, 403, 403, 663]",6
0,tell s okay,"[21, 6, 303]",3
0,ok,[10],1
0,hmm shall bring bottle wine amuse joke ill bring bottle red white tomorrow,"[694, 270, 178, 628, 463, 17, 178, 74]",8
0,ur face test   1 2 3 4 5 6 7 8 9   ltgt    select number tell ur face astrology wait quick reply,"[4, 275, 304, 79, 3, 94, 7, 164, 226, 263, 373, 235, 11, 254, 62, 21, 4, 275, 50, 863, 29]",21
0,hey iouri number m wylie ryans friend,"[55, 62, 2, 63]",4
0,yep program slack,[743],1
0,m inside officestill fill formsdon know leave,"[2, 935, 656, 8, 54]",5
0,think mentor   100 percent sure,"[22, 465, 99]",3
1,09095350301 send girl erotic ecstacy 60pmin stop text 08712460324 nat rate,"[13, 142, 28, 20, 247]",5
1,camera   award sipix digital camera 09061221066 fromm landline delivery 28 day,"[206, 107, 931, 206, 211, 361, 16]",7
1,å400 xmas reward wait computer randomly pick loyal mobile customer receive å400 reward 09066380611,"[283, 714, 50, 572, 73, 34, 116, 158, 714]",9
0,try figure m suppose couple different people week d set date,"[48, 583, 2, 553, 589, 747, 137, 39, 30, 357, 195]",11
1,important message final contact attempt important message wait customer claim dept expire 13404 08717507382,"[309, 61, 423, 93, 338, 309, 61, 50, 116, 49, 428]",11
0,hi mom later   ltgt,"[41, 372, 40, 11]",4
1,datingi start send text talk sport radio week connection think coincidence,"[101, 13, 20, 115, 800, 39, 977, 22]",8
0,lol oh friend dog,"[95, 53, 63, 429]",4
0,ok problem u frm wat matter,"[10, 188, 1, 704, 58]",5
0,k ill head min,"[98, 17, 364, 77]",4
0,u konw waht rael friendship m gve yuo exmpel jsut ese tihs msg evrey spllee tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dream,"[1, 365, 2, 82, 82, 305, 890, 80, 120, 281]",10
0,pick phone right pls send message,"[73, 36, 70, 59, 13, 61]",6
0,want leave m barely stay sane fight constantly help,"[15, 54, 2, 214, 592, 119]",6
1,current lead bid 151 pause auction send customer care 08718726270,"[834, 461, 13, 116, 90]",5
1,free entry gr8prizes wkly comp 4 chance win late nokia 8800 psp å250 cash wktxt great 80878 httpwwwgr8prizescom 08715705022,"[12, 298, 534, 666, 7, 184, 33, 68, 104, 490, 91, 52]",12
0,somebody set website play hold em eve online spacebuck,"[689, 357, 153, 334, 754, 420, 369]",7
0,sunny california weather cool,[179],1
1,1 new message 02070836089,"[79, 37, 61]",3
0,squeeze   ltgt   buck dad,"[11, 976, 271]",3
0,good day toopray meremove tooth painful maintain stuff,"[9, 16, 154]",3
0,babe hope ok shit night sleep fall asleep 5iåõm knackered iåõm dread work tonight thou upto tonight x,"[81, 46, 10, 217, 47, 84, 499, 38, 114, 114, 136]",11
0,friend help problem stupid suggestion land problem help forgt previous problem,"[63, 119, 188, 737, 401, 188, 119, 188]",8
0,m work,"[2, 38]",2
0,gentle baby soon   ltgt   inch deep inside tight pussy,"[250, 112, 11, 682, 935]",5
0,fight good nite,"[592, 9, 380]",3
0,okok okthenwhat ur todays plan,"[4, 123]",2
0,joke seriously tell,"[463, 774, 21]",3
0,watch ajith film ah,"[103, 608, 268]",3
0,ooooooh forgot tell u yoville phone,"[723, 21, 1, 36]",4
0,hand know mega shop asda count celebration s m,"[330, 8, 231, 6, 2]",5
0,know exactly ask chechi,"[8, 42]",2
